case,method,requested_overlap_ratio,actual_overlap_ratio,requested_outlier_fraction,actual_outlier_fraction,correspondence_fraction,effective_valid_pair_fraction,fraction_to_effective_valid_ratio,target_points,clean_source_points,source_points,overlap_points,outlier_points,correspondences_used,angle_deg,translation_scale,distance_scale,median_point_spacing,normalized_final_objective_rmse,normalized_final_all_nearest_neighbor_rmse,normalized_overlap_correspondence_rmse,rotation_error_deg,normalized_translation_error,retained_source_overlap_ratio,retained_source_nonoverlap_ratio,retained_outlier_ratio,overlap_source_retention,correct_match_precision,correct_match_recall,outlier_rejection_rate,normalized_median_retained_residual,normalized_median_rejected_residual,iterations,converged,recovered
case_03,trim_0p7,0.6,0.6000933271115259,0.1,0.0999580008399832,0.7,0.5401091978160437,1.2960342146189734,4286,4286,4762,2572,476,3334,2.0,0.5,0.25,0.10703391976845436,2.3742296118349695,17.72624009974625,18.46933694620092,1.8551676871235843,18.499453045234183,0.7714457108578284,0.21235752849430115,0.016196760647870425,1.0,0.0,0.0,0.8865546218487395,1.7009299453736533,28.101315079756734,80,False,False
case_03,trim_0p4,0.6,0.6000933271115259,0.1,0.0999580008399832,0.4,0.5401091978160437,0.7405909797822706,4286,4286,4762,2572,476,1905,2.0,0.5,0.25,0.10703391976845436,1.0604701446014949e-14,26.518713401894782,2.1777337908470652e-14,0.0,2.245564365500232e-15,1.0,0.0,0.0,0.7406687402799378,1.0,0.7406687402799378,1.0,8.843625326515376e-15,17.340542864034457,7,True,True
case_04,all_pairs,0.4,0.4,0.0,0.0,1.0,0.4,2.5,3750,3750,3750,1500,0,3750,2.0,0.5,0.25,0.10703391976845436,2.4693909316210623,2.4693909316210623,84.80613860379849,1.485631080669109,84.84438762823655,0.4,0.6,0.0,1.0,0.0,0.0,,2.168255513458083,,80,False,False
case_04,trim_0p7,0.4,0.4,0.0,0.0,0.7,0.4,1.7499999999999998,3750,3750,3750,1500,0,2625,2.0,0.5,0.25,0.10703391976845436,2.0023990147957753,19.490865155877838,26.393762682956332,2.8953095260137895,26.455651725850878,0.5714285714285714,0.42857142857142855,0.0,1.0,0.0,0.0,,1.6452408497773159,32.28894354344604,80,False,False
case_04,trim_0p4,0.4,0.4,0.0,0.0,0.4,0.4,1.0,3750,3750,3750,1500,0,1500,2.0,0.5,0.25,0.10703391976845436,3.4215001506741346e-14,33.6160979404789,3.4215001506741346e-14,0.0,9.960527019477206e-16,1.0,0.0,0.0,1.0,1.0,1.0,,1.5909249460409218e-14,30.98858373181651,6,True,True
case_04,all_pairs,0.4,0.4,0.02,0.020120198588973084,1.0,0.39195192056441075,2.5513333333333335,3750,3750,3827,1500,77,3827,2.0,0.5,0.25,0.10703391976845436,2.890807209440471,2.890807209440471,84.82582103419422,1.6515122099168904,84.8732691483707,0.39195192056441075,0.5879278808466162,0.020120198588973084,1.0,0.0,0.0,0.0,2.1798385725358616,,80,False,False
case_04,trim_0p7,0.4,0.4,0.02,0.020120198588973084,0.7,0.39195192056441075,1.7859333333333334,3750,3750,3827,1500,77,2679,2.0,0.5,0.25,0.10703391976845436,2.1809992802302407,18.88701225978953,28.164101157871496,4.430595927502913,28.216878143450153,0.5599104143337066,0.43747667039940275,0.0026129152668906306,1.0,0.0,0.0,0.9090909090909091,1.7693531466482082,30.89725596251028,80,False,False
case_04,trim_0p4,0.4,0.4,0.02,0.020120198588973084,0.4,0.39195192056441075,1.0205333333333335,3750,3750,3827,1500,77,1531,2.0,0.5,0.25,0.10703391976845436,0.1356158646975724,33.858828549707326,0.015740886090498726,0.04422106439723769,0.014188426408205914,0.9797517962116263,0.020248203788373612,0.0,1.0,0.9797517962116263,1.0,1.0,0.015705914597476216,31.655697411875217,6,True,False
case_04,all_pairs,0.4,0.4,0.05,0.049911325057005324,1.0,0.3800354699771979,2.631333333333333,3750,3750,3947,1500,197,3947,2.0,0.5,0.25,0.10703391976845436,3.421646995599422,3.421646995599422,84.63316344915118,1.574498447458146,84.66909770658496,0.3800354699771979,0.5700532049657968,0.049911325057005324,1.0,0.0,0.0,0.0,2.264730398568038,,80,False,False
case_04,trim_0p7,0.4,0.4,0.05,0.049911325057005324,0.7,0.3800354699771979,1.8419333333333332,3750,3750,3947,1500,197,2763,2.0,0.5,0.25,0.10703391976845436,2.477316487753903,18.228081194684922,30.353745522183058,4.005451172229576,30.424218996143654,0.5428881650380022,0.4480636988780311,0.009048136083966703,1.0,0.0,0.0,0.8730964467005076,1.9611840017076152,29.812450393300246,80,False,False
case_04,trim_0p4,0.4,0.4,0.05,0.049911325057005324,0.4,0.3800354699771979,1.0525333333333333,3750,3750,3947,1500,197,1579,2.0,0.5,0.25,0.10703391976845436,0.32839775096787993,34.32088315223275,0.060956830083956054,0.10064306248397807,0.05816044825004517,0.9499683343888538,0.050031665611146296,0.0,1.0,0.9487017099430018,0.9986666666666667,1.0,0.06168928449678836,32.54326602694835,6,True,False
case_04,all_pairs,0.4,0.4,0.1,0.10007199424046076,1.0,0.3599712023038157,2.778,3750,3750,4167,1500,417,4167,2.0,0.5,0.25,0.10703391976845436,4.171409920171562,4.171409920171562,84.61508500504104,2.0141052571855416,84.67189419947304,0.3599712023038157,0.5399568034557235,0.10007199424046076,1.0,0.0,0.0,0.0,2.312752406912563,,80,False,False
case_04,trim_0p7,0.4,0.4,0.1,0.10007199424046076,0.7,0.3599712023038157,1.9445999999999999,3750,3750,4167,1500,417,2917,2.0,0.5,0.25,0.10703391976845436,2.9979568033816744,16.983389728196126,34.388766238668765,5.752646194265117,34.45070583095115,0.5142269454919438,0.4617757970517655,0.02399725745629071,1.0,0.0,0.0,0.8321342925659473,2.3305155805811366,26.892680438993423,80,False,False
case_04,trim_0p4,0.4,0.4,0.1,0.10007199424046076,0.4,0.3599712023038157,1.1112000000000002,3750,3750,4167,1500,417,1667,2.0,0.5,0.25,0.10703391976845436,0.7411602724074217,34.894711335749186,0.20989337127065688,0.18378444519920822,0.20271942048954342,0.8998200359928015,0.10017996400719856,0.0,1.0,0.8698260347930414,0.9666666666666667,1.0,0.21389343385879678,33.9171406499164,7,True,False
